Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
CaR-1,nervous_system,glioma,-3.090364,1.89812,,,3.941164,6.046826,4.025039,7.406502,3.664633,4.651054,4.097996,4.748646,6.247263,-0.685831,,,5.227348,4.025382,2.177739,0.626312,0.558543,2.822041,5.013933,,0.825407,6.643461,,,3.808944,4.41869,1.776127,4.221852,4.933379,1.492289,,2.737039,-2.117548,4.566666,5.098305,-1.915955,,,5.399299,3.136421,,-5.047219,,2.813151,5.394178,,-5.521901,0.578433,3.945554,-0.534132,3.573229,-3.37276,,2.151868,3.864673,3.375134,4.279607,1.866207,,2.714659,5.042637,,4.635838,,1.28384,-0.595616,8.055112,,5.022596,7.257672,0.630517,,,4.333308,-1.930841,6.739475,,5.38119,,3.525838,,2.581491,-0.438883,-0.757621,7.388314,3.351943,-2.684579,,4.730786,6.656449,5.395223,5.778598,1.380319,5.662977,1.050449,2.979622,5.575409,,3.952408,3.233053,,6.743295,,,3.876342,,6.501144,3.256366,4.682506,,,,4.558092,4.564319,5.351623,,0.268827,,,,1.780205,0.279227,-4.75383,3.341062,,3.84091,-3.085022,-2.829036,1.050822,,,,,2.039794
Calu-3,nervous_system,glioma,1.565586,4.988893,,,0.534718,5.442614,3.141959,7.558085,1.295605,5.341454,1.025932,4.356424,5.798453,-3.272968,,,6.059944,5.802794,3.223118,2.114912,0.502064,4.63494,3.55447,,-0.20538,6.723598,,,3.845754,2.999198,2.611421,5.408065,3.860613,1.823055,,5.520451,-0.880596,6.465366,4.230815,0.96782,,,5.125812,2.966492,,-3.417413,,1.696965,4.185575,,-1.812496,-2.882808,4.807414,1.151287,2.134602,-6.387101,,-0.702075,1.054817,2.404173,6.602421,1.311806,,4.172606,2.367546,,4.509752,,1.89547,-4.057496,7.627536,,2.427045,6.751926,-0.193238,,,6.942771,-3.820822,6.118148,,6.219974,,1.445543,,2.7278,-0.999004,-1.136466,6.988677,4.282366,-2.631338,,5.203887,5.945832,3.144705,5.271164,-1.37448,0.954736,2.338915,5.381599,5.218594,,5.890671,1.815946,,6.740432,,,2.352912,,2.397036,1.589647,4.422339,,,,6.747983,6.468237,5.567425,,0.10286,,,,0.220618,-0.911164,-0.66144,1.488173,,3.848977,-0.596014,-4.017361,1.62226,,,,,4.102063
Calu-6,nervous_system,medulloblastoma,2.970005,3.028099,-1.984702,4.056807,1.453675,6.103043,4.412824,6.596397,3.979057,5.545817,2.250979,2.143672,3.685624,-2.530175,-2.966727,3.963558,6.104891,1.691804,4.781574,0.344918,2.646323,4.909856,1.926767,-2.343642,3.411027,7.272947,5.844118,4.131809,1.601433,1.484103,5.177933,4.548361,4.669298,2.037524,-6.656215,5.356349,-1.333384,2.372637,1.941091,1.019497,5.828729,1.115798,4.760443,1.916479,5.533465,-1.72063,6.163873,4.911299,6.596355,1.117569,-5.2025,-1.37221,1.444644,0.174248,1.575791,-4.942513,4.946024,1.400824,-0.185596,3.708999,5.397079,4.502038,4.606504,3.906228,5.608721,3.862539,4.920991,-3.303746,2.872333,-6.356933,6.869862,3.502112,4.099938,7.416413,-0.657258,-1.799542,6.383191,7.221471,-3.63978,6.509873,4.681751,5.714611,1.726687,3.766725,2.19616,-0.592905,2.769975,-1.140337,6.595531,5.443378,1.163056,2.772715,4.935624,4.342472,4.216535,5.329425,-2.40469,5.253057,-0.086479,3.238958,5.55463,4.785437,2.898744,1.895271,5.167328,6.876125,-4.593286,5.564921,6.315709,4.73493,4.597856,2.724976,5.864141,1.816965,3.480456,-0.850228,3.68126,6.179918,6.629966,2.967345,2.755697,2.610407,5.777372,5.204804,-0.12019,1.350537,-5.342247,0.243174,2.956939,4.724619,-1.90315,-5.167131,2.238076,4.42735,4.868542,4.133881,1.98453,1.59168
Caov-3,nervous_system,glioma,,,,,,,,,5.287293,,4.24947,7.052024,,0.696266,,,,,,,,,3.494403,,,,,,,4.274392,,7.21454,4.876258,3.018535,,,0.470109,,,,,,5.008725,,,,,,6.982892,,,-0.900946,,,3.623918,-4.277837,,3.374951,3.968747,4.015665,,,,5.655188,5.979707,,,,,-2.916412,5.197621,,,,2.794394,,,,-0.102292,7.902284,,,,,,,3.726457,-1.821883,6.4303,,,,,,6.320094,5.902189,0.527168,6.094183,,,,,,4.838128,,,,,7.16447,,6.847919,,,,,,,,,,-0.26592,,,,,,-3.291549,4.172812,,,,-2.636683,,,,,,
Caov-4,nervous_system,glioma,3.817877,5.346737,,,4.898142,6.39912,6.185178,9.05241,4.719573,4.733369,4.427893,3.022318,5.203685,2.111056,,,6.318122,5.921883,5.623064,-0.298625,2.993738,2.896551,4.059377,,3.455767,5.130942,,,5.790578,1.850189,5.28858,6.662005,4.733138,3.418391,,5.439302,-0.650971,6.29668,5.271444,3.565243,,,4.561061,2.195083,,-2.696124,,0.652924,12.346164,,-0.933855,-1.386662,6.052818,-3.898773,3.464312,-2.783448,,5.065048,4.011561,3.766147,6.896181,4.965857,,3.454043,5.898691,,0.625641,,3.570595,0.927636,7.611016,,4.9755,7.143955,2.378309,,,6.932301,-2.107353,6.098347,,6.254359,,2.773872,,3.037271,0.650741,0.06329,8.239514,5.308793,1.998241,,5.582124,6.702143,2.568163,5.982034,0.497112,1.323893,-3.179989,5.4877,5.140204,,6.756118,6.187726,,6.883865,,,3.674389,,3.777509,1.116081,4.141883,,,,,6.552952,7.034077,,0.633497,,,,-1.357965,1.219636,-2.373449,4.325604,,5.534259,-0.275896,0.200854,1.960538,,,,,5.897311
ChaGo-K-1,nervous_system,glioma,-0.584729,4.129655,,,4.061597,5.903204,3.528556,7.944415,2.862156,1.077394,1.677297,1.523164,4.292498,-2.063653,,,6.003279,4.862154,,1.699657,2.121357,5.24207,5.284319,,3.465953,3.324534,,,6.247642,1.276575,5.201451,3.051459,4.909361,2.795098,,4.604614,-1.270421,2.636292,2.899877,3.397294,,,5.896945,3.061648,,-2.219092,,0.794793,7.354337,,-4.394632,-2.226107,6.104788,-5.221365,1.956681,-4.644748,,1.333445,1.416311,3.974123,6.386787,5.21232,,2.11089,4.405528,,4.580857,,2.20891,-0.362979,6.068113,,3.536137,5.448618,0.317492,,,5.818734,-2.245281,6.857788,,5.561621,,3.901554,,2.046177,1.064071,0.647274,7.922796,3.998481,-1.114443,,3.849934,4.721797,2.252957,3.848903,-0.490545,3.349419,-0.408613,3.264343,5.186516,,5.356737,2.320192,,5.108354,,,3.572244,,3.671747,5.044899,4.224999,,,,4.954265,5.616936,4.308585,,-0.420505,,,,-1.218519,-0.172114,-5.717127,0.562318,,4.70994,-3.769905,-5.007775,2.76228,,,,,1.983753
D-247MG,nervous_system,glioma,-2.358639,2.843492,-0.02664,2.402143,0.412917,5.288406,4.006655,9.643222,5.486367,2.37891,1.247789,,5.206163,,1.892233,3.495821,2.746824,5.363798,3.300828,1.007067,1.350748,2.825091,,-0.311541,4.087467,7.113291,4.145091,2.387907,5.769932,,1.163815,,,,-7.791124,5.291126,,3.451851,5.522011,-0.638976,3.050996,0.013716,-0.052853,2.886178,3.568051,-3.230385,4.297886,0.085875,7.789239,1.81241,-6.162343,,3.995925,-3.699547,,,3.822514,2.893254,,4.116979,5.508195,2.308253,4.873758,,,-0.464991,5.1257,0.302588,3.169428,,,4.407022,3.121553,6.517832,1.541584,1.48883,5.88498,6.595528,,,2.300875,6.285457,-2.629835,2.482098,2.54907,2.746812,-1.385764,,6.182298,4.575066,-2.000922,2.685192,4.869809,1.558296,,,,,1.245604,1.957106,3.932002,4.190301,4.795701,3.237672,5.42164,4.130799,-0.512086,3.034992,,7.181644,,1.623916,6.029766,1.952101,2.513784,6.139541,6.284359,4.654362,5.968754,3.159296,0.506827,0.763045,4.642459,2.359347,-0.066412,-1.243922,,,4.438333,4.701124,-4.964843,-4.373813,2.407024,2.622556,4.337404,0.455825,3.175921,2.074561
D-263MG,nervous_system,glioma,-3.580577,3.998772,1.413061,3.248087,4.783559,5.947201,3.340448,9.979789,4.88603,1.974172,2.009236,6.264058,5.632543,-2.867645,3.135486,5.082984,4.781487,0.166307,0.774504,-0.094941,0.282479,2.28583,5.430661,-0.056447,3.521578,7.303752,5.072222,2.639712,5.41917,1.346557,0.868474,4.29001,4.659387,4.957276,-7.122282,4.382795,-3.121576,5.151197,5.865771,-0.029733,5.491939,0.440763,4.690994,1.772154,4.983942,-4.697921,7.171254,0.158456,6.015276,-1.015456,-6.808892,-1.185749,5.224323,-1.245941,4.575075,-3.329744,4.370976,7.291313,2.36903,4.028159,5.14809,-0.331143,4.826078,4.446872,2.620383,-2.464066,5.326107,0.349464,2.945342,3.51371,6.601546,5.173145,3.59227,7.218895,-0.320962,-0.413983,4.983525,3.379089,-1.365352,4.69601,4.332531,5.379379,-1.832235,1.864342,1.806476,1.382283,-0.881569,-0.616106,7.194722,1.933068,-3.528588,2.146394,4.114078,5.324839,5.380455,6.141732,1.14673,4.384042,-1.856266,-0.332512,-0.340259,5.098028,5.16686,3.435355,5.292288,6.513258,-2.144544,6.104494,5.026582,6.275494,3.404084,-0.841046,5.299815,1.44211,4.220203,4.78633,4.499745,6.35052,6.075732,5.055457,0.802032,5.535586,5.29867,4.837803,-1.260568,-1.839533,-3.291748,6.108982,5.057358,5.369487,-4.680144,-0.682187,1.340385,0.827911,4.068958,2.431894,2.607495,0.997586
D-283MED,nervous_system,glioma,0.809959,1.495975,4.56952,4.495529,-1.73238,4.385359,4.128177,8.626123,6.069756,3.876282,4.735173,6.768447,-1.263668,1.159824,4.591338,2.390373,2.991473,4.379764,3.511455,-1.988756,-1.91575,2.264958,2.305374,4.217906,2.890861,6.19287,4.400186,5.752295,3.976766,1.820724,0.038723,4.063374,5.370112,1.338201,-3.27571,4.253903,0.050601,5.585664,2.797242,-2.023714,5.997466,2.905779,6.192208,5.634573,4.411294,-5.74527,8.148312,-1.020908,6.255671,4.527731,-4.862566,-1.385775,5.891463,-3.197747,2.687207,-1.679502,4.562638,0.786349,1.375825,4.591663,5.973169,0.858346,3.781186,5.586701,7.40171,4.168746,4.406729,4.097335,2.798553,-2.063763,7.198284,5.195677,2.53449,6.666061,0.938858,1.324073,5.520771,3.022076,-2.469394,8.107184,5.146826,4.379674,2.187981,2.708789,2.682876,2.041818,3.031648,-1.510987,7.857079,2.489634,-3.00348,0.20195,5.102034,1.275325,5.56544,4.337926,0.115758,5.831743,1.669779,1.00221,2.204458,3.878553,6.194894,3.362831,5.449273,4.302652,2.350988,3.266355,5.580162,8.09715,4.885765,4.371878,3.348758,1.432319,6.648987,6.477224,6.552547,3.830598,5.962047,7.62315,-0.179947,4.325183,2.824283,5.722063,-1.257465,1.926249,-9.384717,3.467349,5.547365,3.278288,-3.241522,-0.441853,-0.336671,5.905618,5.934675,5.690276,3.066119,2.152799
D-336MG,blood,B_cell_lymphoma,-3.408434,2.79732,-0.864066,-1.550023,4.753948,5.973458,4.910517,12.013006,4.141849,4.717623,0.488211,,5.005732,,3.525074,-0.687083,6.034624,,1.232621,-0.864213,,4.577441,,-0.481409,3.41079,6.879553,1.914705,-0.137311,6.636661,,1.459582,,,,-7.327759,2.880849,,5.235101,2.749507,-1.645581,1.875375,-2.214738,-0.167003,2.477171,4.140675,-5.258171,5.563362,-0.216985,8.813105,-5.067583,-6.146995,,4.521266,-3.753662,,,4.341438,4.067478,,2.90542,6.683538,,2.020377,,,-0.464363,5.082081,-0.688184,2.370289,,,3.82777,2.606566,6.66121,0.013151,-1.325861,6.157169,5.92841,,,2.248546,5.949207,1.389204,,4.693297,2.475684,-2.4357,,7.189796,2.992339,,-0.412964,5.073424,5.689491,,,,,,,1.496978,4.680328,4.769951,0.618497,5.128344,6.391419,-2.185294,3.966379,,7.455365,,,5.892157,2.12837,6.298132,3.252088,4.668652,,6.750792,2.715581,0.559483,4.774999,5.680029,1.629939,-0.043311,-2.577658,,,4.778342,3.748438,-4.926085,-2.750575,3.733954,-3.061623,2.079282,-0.262645,4.11567,2.953037
D-392MG,nervous_system,glioma,-0.112541,0.901855,,,5.542923,5.162298,4.094252,9.617101,3.4382,2.522701,-1.462028,2.558912,5.496321,-3.259223,-1.032639,,4.321487,5.319462,3.237851,-0.785007,1.84593,1.718919,4.935295,,3.55696,5.615195,,,3.537832,2.721165,1.972997,3.577184,4.641017,2.608593,-6.809909,3.323934,-0.017497,4.922069,3.010225,-0.522634,,,1.703192,3.863917,,-4.032739,3.694401,1.224762,7.361531,,-3.672928,-1.392299,4.623622,-2.542718,2.807882,-2.162764,3.190203,4.395015,4.9132,3.282463,6.426468,3.986564,,4.647495,4.900294,0.357948,2.415193,,2.158962,0.02262,7.870435,,3.502144,6.107792,0.655372,,5.727011,6.981175,-1.191268,7.115961,2.613209,5.08801,-1.654719,4.76557,5.55158,-1.84462,-1.105025,1.899793,7.076702,3.619915,-2.229868,,3.827022,2.143263,5.485707,7.095135,0.467691,5.489019,0.464442,3.579829,4.244421,,4.188796,4.513719,,5.413883,,3.880424,2.761762,6.42269,7.448349,3.400675,4.96208,,5.680031,,6.148358,5.725104,5.172269,3.816355,-0.088511,2.031646,,2.722618,0.350538,-1.392921,1.142599,4.736578,,4.69463,-3.970971,-2.719231,2.225396,,,2.245061,,3.382558
D-423MG,blood,lymphoid_neoplasm_other,1.856741,4.35685,,,5.420543,4.994353,5.302893,7.97399,,5.593804,,,6.384653,,,,2.995567,3.435805,1.080086,-1.104367,0.029201,2.106229,,,1.725806,7.087157,,,4.046696,,0.475026,,,,,1.512759,,5.345872,2.041214,-0.560806,,,,1.124128,,-5.971413,,-1.208958,,,-6.425341,,2.811098,-4.423932,,,,,,,2.546764,0.094968,,,,,5.482918,,3.650318,,,,2.862965,5.584283,,,,2.742362,,,,6.053446,,0.879809,,3.170882,,,,0.526864,-2.95496,,2.179011,5.737128,,,,,1.030658,1.911196,2.965027,,3.298481,,,4.467207,,,,,,2.32849,4.295722,,,,3.329006,6.267396,5.240998,,,,,,-0.749075,-0.843513,,,,5.208769,-4.751445,,-0.346879,,,,,1.718473
D-502MG,blood,Burkitt_lymphoma,3.127904,2.354314,1.187738,5.259058,4.290572,5.901723,4.138311,10.096316,5.056639,3.819904,1.427908,5.492461,5.255459,-0.73334,0.815994,4.64185,6.435775,1.820766,3.222682,0.994753,1.820243,1.838733,4.918485,2.07739,2.11539,4.792388,6.646773,4.321355,2.701591,5.293419,1.835894,5.735995,4.813841,6.914241,-5.055431,1.999414,-4.091387,5.180189,5.97167,-0.888498,5.126632,0.618983,5.845895,2.934598,5.488339,-3.790117,3.944047,1.703064,9.472606,0.210066,-5.262181,1.656821,6.516589,-3.656982,5.830001,-2.198124,2.853407,7.259657,-0.499547,3.968906,6.821872,0.843554,4.873181,1.534971,7.219779,2.144166,4.213923,2.32668,2.889306,4.848791,8.043018,4.912112,3.635295,5.849862,0.047773,3.782435,5.65252,5.558615,0.574192,5.925708,2.013427,4.963808,0.514084,2.173192,1.610269,3.13315,1.765127,4.439402,7.31094,4.126876,-2.247175,4.092738,4.991092,1.089081,4.688268,4.985634,1.843794,4.954063,-1.419873,1.860004,3.346391,4.708966,5.852015,5.444141,4.200647,3.891159,1.053631,3.962701,2.051842,6.174442,7.153219,1.337804,3.900294,1.145465,5.509543,5.589781,4.736781,2.957277,6.203748,4.164913,1.473728,4.54532,6.892013,4.34607,1.593719,0.647794,-1.069505,4.672397,5.228564,4.677631,-3.751363,-2.493407,2.17133,4.799909,6.148649,2.634793,5.002047,1.378712
D-542MG,skin,skin_other,2.054645,5.28507,,,2.694651,6.414726,6.434976,10.977928,3.513488,3.579821,0.619775,4.898885,6.879312,-1.968639,3.904935,,6.368752,5.811738,2.891585,1.207652,1.039744,3.066101,6.682507,,3.706887,5.623025,,,6.101476,0.246813,2.5978,3.135735,4.194351,4.098991,-8.019999,5.381482,-4.885002,6.371849,4.216044,4.233023,,,3.859865,6.497156,,1.621125,4.22557,2.419969,6.328571,,-2.682774,0.50262,5.461556,-5.011175,1.139854,0.633198,3.479199,5.477594,-1.282767,3.259056,7.006424,2.247173,,3.369276,7.428793,2.510832,3.087714,,3.370315,3.474967,3.304892,,4.25406,6.507099,-1.029639,,5.417139,6.718798,-2.457608,6.168839,3.398596,6.447746,-2.820669,3.935287,0.638551,3.414705,3.141544,-0.508074,7.096621,5.334674,-1.783456,,5.082732,6.44934,4.87715,6.794184,-1.772759,3.400266,-0.437615,5.698065,5.317215,,5.916988,5.037007,,5.881658,,3.955326,3.994834,7.311326,2.329965,2.939647,4.140735,,4.206116,,7.207153,6.324712,7.049256,2.597537,-0.543219,3.092204,,0.364945,-0.772017,0.209279,-4.971999,0.34344,,5.669042,-3.316011,-2.485218,4.761027,,,0.694276,,6.245877
D-566MG,nervous_system,glioma,-5.545848,1.185272,,,3.718647,4.566749,3.024749,7.839812,,5.078165,,,4.495293,,,,0.894324,2.816979,1.122896,-1.91799,0.065097,0.341336,,,3.399172,7.504975,,,5.844353,,0.265808,,,,,0.452064,,5.067449,3.291675,-2.338616,,,,1.878401,,-8.936229,,-1.3129,,,-8.380847,,5.696141,-4.184573,,,,,,,3.23058,0.485693,,,,,5.05178,,2.199234,,,,1.846075,6.363965,,,,3.910214,,,,4.678747,,2.084963,,3.085069,,,,2.69264,-4.034872,,2.011103,4.648556,,,,,0.225453,2.286114,3.125008,,4.151392,,,2.636023,,,,,,1.450622,1.915264,,,,2.635341,3.302954,6.911088,,,,,,-2.156331,-4.939687,,,,3.374771,-6.193369,,-0.175994,,,,,0.580956
DB,lung,lung_small_cell_carcinoma,1.091113,0.260319,-0.981359,6.484113,-0.560709,4.072453,1.699219,5.226083,5.893237,2.747091,3.073349,3.270678,5.676752,-1.475568,5.919325,5.51443,2.841454,2.12454,,0.299598,-0.692726,2.401709,1.892526,1.180427,1.122826,2.933447,4.495256,7.111599,,2.617727,0.754386,3.750933,5.348615,1.632968,-5.681465,1.082681,-0.182514,,5.647872,-1.642435,2.290691,-1.982979,3.950964,6.650866,6.738561,-5.863562,7.246354,-0.942595,3.959623,4.205732,-4.862782,-1.82197,,-1.455326,5.176244,-4.946365,,1.876376,2.100344,4.22988,4.064336,2.627444,5.184166,5.331663,6.763,3.853158,5.129186,-0.619365,2.833621,-2.472162,2.545293,5.897479,2.327887,3.950236,-0.49232,-0.692041,7.027102,3.635439,-3.938243,7.430424,5.472517,4.097146,2.638237,3.417536,0.532702,-3.022911,0.198269,-0.844077,6.83428,3.182329,-3.59876,4.055002,2.078262,3.071068,5.740341,0.784436,-1.4508,4.256253,1.848957,0.07021,2.093719,3.524684,3.517621,2.753285,4.180145,3.939679,-0.187874,7.144922,6.078925,3.537142,1.898753,5.381294,2.080854,0.240918,4.241999,2.955608,4.129286,3.014665,4.57203,3.499921,-0.319811,4.075916,5.741939,5.058866,-0.380707,-4.838176,-5.970471,2.372171,5.806606,1.40473,-6.419208,-3.941831,-0.905372,6.838661,7.164873,3.80532,3.69992,1.829942
DBTRG-05MG,lung,lung_small_cell_carcinoma,-0.8515,3.550088,,,-0.405782,3.217045,4.319712,8.322297,4.431258,4.716644,-0.966176,3.240434,5.65463,-3.521594,,,5.704074,1.818333,3.546481,-0.179805,2.635754,2.942776,2.079818,,2.951994,6.89554,,,3.961974,0.232662,1.730137,4.853762,4.865115,1.735727,,0.521964,-2.725854,5.49879,5.655015,0.713529,,,2.280104,1.723592,,-4.120801,,1.205338,5.739612,,-6.140078,-2.701412,5.589581,-3.935854,2.734792,-5.14045,,0.966345,2.209507,4.12682,6.029391,3.062853,,4.50614,6.216187,,4.722645,,2.505678,-2.105182,6.013276,,3.128335,6.610593,-0.287717,,,7.313634,-2.185423,6.182736,,5.570866,,4.056937,,-2.509617,-0.059787,-0.561658,6.670995,5.136288,-3.144473,,3.188456,1.487186,3.94238,6.946614,0.72313,3.841798,-1.094387,2.297021,5.297203,,6.378459,1.339401,,2.094781,,,3.219437,,6.752994,0.334214,6.644011,,,,5.766057,5.559302,6.89299,,-0.492487,,,,0.376934,-1.968172,-4.444114,2.670134,,4.057012,-4.865467,-5.550652,1.643057,,,,,1.793625
DEL,lung,lung_small_cell_carcinoma,-1.041788,5.635412,-1.463377,2.050999,5.328892,6.175658,6.405732,7.437028,4.107436,4.68207,1.663135,1.831208,7.117359,-2.189964,5.477993,3.738913,5.91994,6.125774,6.402955,-2.059007,0.826904,4.402586,1.122108,-2.863047,3.912828,6.979506,2.379199,0.991481,5.210294,0.095354,6.586068,6.728832,5.059806,-0.734219,-0.938349,4.566649,-1.306924,6.408718,2.61581,-1.318481,4.68784,-3.655821,6.552277,5.878635,2.318346,-5.271891,3.003062,3.375236,4.280465,3.735491,-1.642584,-3.25864,6.488668,-0.14772,2.345638,-5.45078,5.168246,-1.166388,1.89932,2.080586,3.670762,6.438722,4.448068,5.024248,1.630283,1.948618,4.900974,-3.915069,4.262624,-9.330123,2.265427,5.339166,7.192248,6.897639,-1.242028,-3.570341,6.303181,5.073637,-3.656791,5.663211,5.067596,6.583061,3.724259,6.347468,-0.981178,-3.329155,-0.58164,-3.028424,6.701897,5.605075,-0.900125,-6.983706,5.654219,6.88575,5.661297,1.273232,-2.483296,1.595853,2.320123,6.31733,5.668839,-0.994524,6.393426,2.606407,6.172387,7.14506,-4.773729,1.852977,4.058439,1.369798,2.66628,6.205527,5.902909,-4.017885,4.514477,0.343155,4.693829,6.514684,7.278103,3.929654,-1.87201,2.493079,0.734683,7.449208,0.058372,2.348,-4.571703,0.025567,0.228272,5.528991,-6.885631,-5.618389,0.193142,5.490389,6.519698,2.424274,0.465051,6.361129
DG-75,lung,lung_small_cell_carcinoma,-0.680218,1.151246,-0.605414,6.667121,2.716932,5.721502,2.840519,7.314276,4.796235,3.826791,4.663289,6.516095,5.099174,0.910577,4.480786,6.267635,4.264247,2.58577,0.501826,-2.493607,-1.553348,2.369129,3.645881,-2.416653,2.286256,5.357282,2.60416,2.634876,4.9091,5.853879,1.982874,6.651871,4.947339,2.828152,-3.983994,0.318391,-0.330181,4.640663,1.68419,-2.26855,2.668478,-2.200506,5.054293,4.253893,5.943746,-2.989124,6.029959,0.093137,6.956986,5.461907,-4.938689,-0.406718,3.989067,-3.964757,7.071763,-2.941414,4.974563,6.715891,4.839454,5.115415,2.983275,0.290793,4.987576,5.590341,6.946929,5.480363,3.727269,-2.75994,2.757877,0.940476,7.695968,6.159947,2.413492,5.124315,0.254268,-1.339608,5.919713,2.364457,-1.762506,7.013683,6.297172,2.710685,4.730495,0.963998,0.82043,-5.169366,4.046687,1.832486,7.068689,1.114323,-3.564903,5.38218,3.700668,3.572278,6.445333,4.605954,1.92976,2.243246,1.878657,-0.436628,2.265545,5.146122,4.096604,6.033847,6.066456,2.131078,-2.67376,6.953509,7.13788,2.677595,6.355927,4.559482,3.357611,0.150871,3.753135,2.003977,7.065566,4.913254,4.069825,3.251162,0.154853,3.778709,1.861082,7.400342,-1.201563,-4.899765,0.161941,4.233315,3.810162,2.943644,-5.342025,-2.500574,-0.24299,6.93115,6.047456,1.725197,4.187728,1.405278
DJM-1,blood,B_cell_lymphoma,0.181328,1.773112,-1.105166,6.31072,3.301206,5.555365,5.864851,7.158104,4.09278,5.452706,4.30305,4.284506,4.311241,-3.153051,1.729025,5.074059,3.861598,4.249508,5.739068,-0.121015,0.481348,4.030774,6.66061,-2.967706,1.934433,5.988697,3.927815,3.747376,5.36701,3.261211,2.33825,5.71329,4.655177,0.123736,-5.618962,2.432145,-0.835867,6.302561,2.523425,-0.417173,3.120722,0.539802,5.346616,2.401331,4.280052,-5.821704,4.031389,0.839813,5.371081,1.869582,-6.571152,-2.280295,5.892286,-2.91315,2.175044,-5.765866,2.143547,-1.594825,2.351635,4.099672,4.551877,2.369768,5.240791,4.411855,4.825165,5.148283,5.380714,-2.804283,2.319761,-3.835748,7.59644,5.124574,3.282366,6.951012,2.33099,1.715651,5.463926,5.619066,-1.468584,4.455767,1.244083,4.893978,0.705825,3.157997,1.280654,3.008154,2.677926,0.032507,7.768641,4.461866,-1.07784,2.483139,3.60563,6.127593,4.692604,2.617578,-1.745778,5.52807,0.493821,4.106488,3.713082,4.323363,4.498525,3.470058,5.365781,4.43488,-5.239936,4.614987,4.448043,6.904888,4.702339,2.065858,5.728928,0.957933,5.594213,2.198203,5.177725,4.872122,6.4085,3.565792,1.854301,3.199574,4.517021,5.715177,-0.653993,1.347777,-2.905152,3.386144,1.847928,4.333833,-4.629153,-4.143218,1.216911,4.770584,2.621635,2.831343,4.787311,3.705871
DK-MG,aero_digestive_tract,head_and_neck,-0.989183,5.741771,,,4.350315,6.560102,2.820958,11.222763,2.895319,2.175342,1.181653,5.278581,7.046217,-2.586836,,,6.103108,2.073093,2.328319,2.337518,1.564675,3.615187,2.652218,,2.990546,6.92409,,,5.039911,-0.482061,0.452971,-2.971961,3.214536,4.451637,,5.775767,-1.386989,5.028238,4.93298,-0.36742,,,5.044603,2.325877,,-2.013322,,1.79187,6.266235,,-3.687712,3.925562,4.743033,-4.12682,7.031864,-3.3293,,6.128401,2.507662,3.817123,6.939738,1.459521,,4.598688,6.639899,,5.328183,,3.478088,4.017444,6.43686,,3.374761,5.515397,2.453559,,,4.633553,-0.543817,6.439773,,5.923591,,3.190229,,2.94162,0.457731,3.075791,7.390311,3.302545,-1.713123,,3.851497,0.964971,1.570558,6.54194,-0.342259,5.078217,-1.716156,2.560955,5.205055,,3.359841,4.013858,,6.375994,,,1.744018,,7.081417,1.040827,6.253707,,,,5.868203,5.797413,6.425837,,2.284166,,,,1.065471,0.840634,-3.053471,6.603202,,5.517681,-3.666062,1.863329,2.380718,,,,,2.810483
